kingdom,class,phylum,order,family,genus,species
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus pardalis
Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus wiedii
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Leopecten,Leopecten diegensis
Animalia,Arthropoda,Maxillopoda,Pedunculata,Lepadidae,Lepas,Lepas anserifera
Animalia,Arthropoda,Maxillopoda,Pedunculata,Lepadidae,Lepas,Lepas hillii
Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,Lepeophtheirus simplex
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus cristatus
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus elevatus
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus fucensis
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus guaymasensis
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus ovalis
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus pustulosus
Animalia,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Lepetodrilus,Lepetodrilus sp.
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia sp.
Plantae,Anthophyta,Dicotyledoneae,Capparales,Brassicaceae,Coronopus,Lepidium didymum
Plantae,Anthophyta,Dicotyledoneae,Capparales,Brassicaceae,Lepidium,Lepidium lasiocarpum
Animalia,Chordata,Chelonia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys kempii
Animalia,Chordata,Chelonia,Testudines,Cheloniidae,Lepidochelys,Lepidochelys olivacea
Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lepidodactylus,Lepidodactylus lugubris
Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Lepidonectes,Lepidonectes clarkhubbsi
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonopsis,Lepidonopsis sp.
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotopodium,Lepidonotopodium fimbriatum
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotopodium,Lepidonotopodium sp.
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotopodium,Lepidonotopodium williamsae
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus,Lepidonotus squamatus
Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,Lepidoptera sp.
Animalia,Chordata,Actinopterygii,Scombriformes,Trichiuridae,Lepidopus,Lepidopus fitchi
Animalia,NA,NA,NA,NA,NA,Lepidozona (lepidozona) allynsmithi
Animalia,NA,NA,NA,NA,NA,Lepidozona (lepidozona) clathrata
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,Lepidozona clathrata
Animalia,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,Lepidozona subtilis
Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Lepophidium,Lepophidium negropinna
Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Lepophidium,Lepophidium prorates
Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Lepophidium,Lepophidium sp.
Animalia,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Lepophidium,Lepophidium stigmatistium
Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Leporimetis,Leporimetis cognata
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,Leptinotarsa decemlineata
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Leptochiton,Leptochiton (leptochiton) rugatus
Animalia,Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton rugatus
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leptochloa,Leptochloa crinita
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Leptochloa,Leptochloa dubia
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Leptochloa,Leptochloa fusca uninervia
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Dinebra,Leptochloa panicea
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Dinebra,Leptochloa panicea brachiata
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leptochloa,Leptochloa panicea subsp.
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leptochloa,Leptochloa pluriflora
Plantae,Anthophyta,Monocotyledoneae,Cyperales,Poaceae,Leptochloa,Leptochloa viscida
Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Leptoclinides,Leptoclinides sp.
Animalia,Arthropoda,Malacostraca,Amphipoda,Oxycephalidae,Leptocotis,Leptocotis tenuirostris
Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia,Leptocylindrus mediterraneus
Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus minimus
Animalia,Chordata,Squamata,Squamata,Colubridae,Leptodeira,Leptodeira maculata
Animalia,Chordata,Squamata,Squamata,Colubridae,Leptodeira,Leptodeira punctata
Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,Leptoglossus brevirostris
Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,Leptoglossus clypealis
Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,Leptoglossus zonatus
Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia alba
Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia exigua
Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia labiata
Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Gorgoniidae,Leptogorgia,Leptogorgia rigida
Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Leptomya,Leptomya ecuadoriana
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,Leptopecten euterpes
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,Leptopecten tumbezensis
Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,Leptopecten velero
Chromista,Ciliophora,Nassophorea,Nassulida,Leptopharynidae,Leptopharynx,Leptopharynx costatus
Animalia,Chordata,Squamata,Squamata,Colubridae,Leptophis,Leptophis diplotropis
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leptospron,Leptospron adenanthum
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,Leptotes cassius
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,Leptotes cassius cassidula
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Leptotes,Leptotes marina
Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,Leptotila verreauxi capitalis
Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptuca,Leptuca crenulata
Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptuca,Leptuca latimanus
Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptuca,Leptuca musica
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus alleni
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus alleni tiburonensis
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus insularis
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus xanti
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus insularis
Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernanthropidae,Lernanthropus,Lernanthropus sp.
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea arabus
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea arabus
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,Lerodea eufala
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes alacer
Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,Lestes sigma
Animalia,Chordata,Teleostei,Aulopiformes,Paralepididae,Lestidiops,Lestidiops neles
Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,Lestrigonus latissimus
Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,Lestrigonus schizogeneios
Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus,Lestrigonus schoemakeri
Animalia,Chordata,Teleostei,Anguilliformes,Ophichthidae,Letharchus,Letharchus rosenblatti
Animalia,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerus,Lethocerus medius
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena lanceolata
Plantae,Anthophyta,Dicotyledoneae,Fabales,Fabaceae,Leucaena,Leucaena leucocephala
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,Leucaena macrophylla
Animalia,Porifera,Calcarea,Leucosolenida,Grantiidae,Leucandra,Leucandra losangelensis
Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge argyra
Animalia,Porifera,Calcarea,Leucosolenida,Grantiidae,Leucandra,Leucetta losangelensis
Fungi,Basidiomycota,Basidiomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus cretaceus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus fragilissimus
Chromista,Cryptophyta,Katablepharidophyceae,Cryptomonadales,Katablepharidaceae,Leucocryptos,Leucocryptos marina
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Ramosomyia,Leucolia violiceps
Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,Leucophaeus atricilla megalopterus
Animalia,Porifera,Calcarea,Leucosolenida,Leucosoleniidae,Leucosolenia,Leucosolenia variabilis
Plantae,Anthophyta,Dicotyledoneae,Asterales,Asteraceae,Leucosyris,Leucosyris arida
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucosyris,Leucosyris coulteri
Animalia,Ctenophora,Tentaculata,Lobata,Leucotheidae,Leucothea,Leucothea pulchra
Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Leucozonia,Leucozonia cerata
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma asperrima
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma columbiensis
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma grata
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma metodon
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Leukoma sp.
Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Leuresthes,Leuresthes sardina
Animalia,Chordata,Teleostei,Osmeriformes,Bathylagidae,Leuroglossus,Leuroglossus stilbius
Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Levensteiniella,Levensteiniella kincaidi
Animalia,Annelida,Polychaeta,NA,Paraonidae,Levinsenia,Levinsenia gracilis
Animalia,Annelida,Polychaeta,NA,Paraonidae,Levinsenia,Levinsenia oculata
Plantae,Anthophyta,Dicotyledoneae,Caryophyllales,Montiaceae,Lewisia,Lewisia nevadensis
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula needhami
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula saturata
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Libidibia,Libidibia sclerocarpa
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Libytheana,Libytheana carinenta
Animalia,Chordata,Reptilia,Squamata,Boidae,Lichanura,Lichanura trivirgata
Animalia,Arthropoda,Copepoda,Cyclopoida,Lichomolgidae,Lichomolgus,Lichomolgus similis
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora abbreviata
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora debilis
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora ehrenbergii
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora flabellata
Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora gracilis
Chromista,Ciliophora,Spirotrichea,Licnophorida,Licnophoridae,Licnophora,Licnophora macfarlandi
Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,Ligia baudiniana
Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,Ligia occidentalis
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Ligurotettix,Ligurotettix coquilletti
Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Lile,Lile stolifera
Animalia,Mollusca,Bivalvia,Limida,Limidae,Lima,Lima tetrica
Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Limacia,Limacia janssi
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina bulimoides
Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis,Limacina helicina
Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina trochiformis
Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,Limaria hemphilli
Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,Limaria pacifica
Animalia,Mollusca,Bivalvia,Limoida,Limidae,Limatula,Limatula (limatula) saturna
Animalia,Mollusca,Bivalvia,Limida,Limidae,Limatula,Limatula (limatula) similaris
Animalia,Mollusca,Bivalvia,Limoida,Limidae,Limatula,Limatula saturna
Animalia,Mollusca,Bivalvia,Limida,Limidae,Limatula,Limatula similaris
Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Limenandra,Limenandra confusa
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis fessonia
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,NGM72-4,Limisphaera,Limisphaera ngatamarikiensis
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus caurinus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus sp.
Animalia,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Limnoithona,Limnoithona tetraspina
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,Limonium duriusculum
Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia columbiae
Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia guildingi
Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Linckia guildingi
Animalia,Annelida,Polychaeta,Spionida,Spionidae,Lindaspio,Lindaspio dibranchiata
Animalia,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Lineus,Lineus pictifrons
Protozoa,Amoebozoa,Discosea,Vannellida,Vannellidae,Lingulamoeba,Lingulamoeba sp.
Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Lingulodinium,Lingulodinium polyedra
Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,Linopherus,Linopherus ambigua
Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,Linopherus,Linopherus kristiani
Animalia,Mollusca,Bivalvia,Nuculida,Nuculidae,Linucula,Linucula declivis
Animalia,Mollusca,Gastropoda,NA,Cerithiidae,Liocerithium,Liocerithium judithae
Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Lioloma,Lioloma delicatulum
Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Lioloma,Lioloma elongatum
Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Lioloma,Lioloma pacificum
Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Liomera,Liomera cinctimana
Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Liomera,Liomera cinctimanus
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys pictus
Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys,Liomys pictus hispidus
Animalia,Chordata,Teleostei,Perciformes,Serranidae,Liopropoma,Liopropoma fasciatum
Animalia,Chordata,Teleostei,Perciformes,Serranidae,Liopropoma,Liopropoma longilepis
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,Lippia aff. palmeri
Plantae,Anthophyta,Dicotyledoneae,Lamiales,Verbenaceae,Lippia,Lippia alba
Plantae,Anthophyta,Dicotyledoneae,Lamiales,Verbenaceae,Lippia,Lippia alba
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,Lippia fastigiata
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,Lippia origanoides
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,Lippia origanoides
Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Liriogramma,Liriogramma petterssonii
Animalia,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Liriope,Liriope tetraphylla
Animalia,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Lirobarleeia,Lirobarleeia lirata
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Lirophora,Lirophora kellettii
Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Lirophora,Lirophora mariae
Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Liropus,Liropus alarconi
Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum,Lissoclinum caulleryi
Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum,Lissoclinum fragile
Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Lissoclinum,Lissoclinum sp.
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx (anomodoryx) incrustans
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx (lissodendoryx) albemarlensis
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx (waldoschmittia) schmidti
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx albemarlensis
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx schmidti
Animalia,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Lissodendoryx,Lissodendoryx sp.
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Lissoteles,Lissoteles aquilonius
Animalia,Arthropoda,Insecta,Diptera,Asilidae,Lissoteles,Lissoteles vanduzeei
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio pelagius
Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Lithodesmium,Lithodesmium undulatum
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Leiosolenus,Lithophaga aristata
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,Lithophaga plumula
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum corallinae
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum margaritae
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithophyllum,Lithophyllum sp.
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,Lithoptilum lithophilum
Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Lithothamnium,Lithothamnium
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus stylirostris
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus vannamei
Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Litopyllus,Litopyllus realisticus
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,Littoraria (bulimilittorina) aberrans
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,Littoraria (littoraria) variegata
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,Littoraria aberrans
Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,Littoraria variegata
Animalia,Mollusca,Gastropoda,Littorinimorpha,NA,NA,Littorinimorpha sp.
Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lobatus,Lobatus peruvianus
Plantae,Anthophyta,Dicotyledoneae,Campanulales,Campanulaceae,Lobelia,Lobelia laxiflora
Animalia,Mollusca,Gastropoda,NA,Oxynoidae,Lobiger,Lobiger souverbii
Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Lobometopon,Lobometopon sp.
Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,Lobophora variegata
Animalia,Chordata,Actinopteri,Perciformes,Lobotidae,Lobotes,Lobotes pacifica
Animalia,Chordata,Teleostei,Perciformes,Lobotidae,Lobotes,Lobotes pacificus
Animalia,Chordata,NA,Perciformes,Lobotidae,Lobotes,Lobotes sp.
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Loeselia,Loeselia ciliata
Animalia,Mollusca,Gastropoda,Caenogastropoda,Pleuroceridae,Elimia,Loimia minuta
Animalia,Arthropoda,Insecta,Neuroptera,Berothidae,Lomamyia,Lomamyia squamosa
Animalia,Mollusca,Gastropoda,Nudibranchia,Lomanotidae,Lomanotus,Lomanotus vermiformis
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,Lonchocarpus minor
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,Lonchocarpus sericeus
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,Lonchocarpus sinaloensis
Animalia,Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,Lopadorrhynchus sp.
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Lopezia,Lopezia clavata
Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcilliger
Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae,Lophiodes,Lophiodes caulinaris
Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophiodes,Lophiodes spilurus
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Marginatocereus,Marginatocereus marginatus
Plantae,Anthophyta,Dicotyledoneae,Caryophyllales,Cactaceae,Pachycereus,Pachycereus schottii
Plantae,Anthophyta,Dicotyledoneae,Caryophyllales,Cactaceae,Pachycereus,Pachycereus schottii
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lophochorista,Lophochorista calliope
Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Lophoscutus,Lophoscutus inaequalis
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia acutapex
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia atrata
Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Microbryum,Lottia dalliana
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia discors
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia fascicularis
Animalia,Mollusca,Gastropoda,Nacellida,Lottiidae,Lottia,Lottia limatula
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia mesoleuca
Fungi,Basidiomycota,Basidiomycetes,Agaricales,Physalacriaceae,Physalacria,Lottia mitella
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia paradigitalis
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia pediculus
Animalia,Mollusca,Gastropoda,Nacellida,Lottiidae,Lottia,Lottia scabra
Animalia,Mollusca,Gastropoda,Patellogastropoda,Lottiidae,Lottia,Lottia scutum
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Lota,Lottia sp.
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia stanfordiana
Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,Lottia turveri
Plantae,Anthophyta,Dicotyledoneae,Fabales,Fabaceae,Acmispon,Acmispon strigosus
Animalia,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Lovenia,Lovenia cordiformis
Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Loxa,Loxa viridis
Animalia,Arthropoda,Ostracoda,Podocopida,Loxoconchidae,Loxocorniculum,Loxocorniculum mutsuense
Chromista,Ciliophora,Gymnostomatea,Pleurostomatida,Loxophyllidae,Loxophyllum,Loxophyllum rostratum
Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles carmena
Animalia,Entoprocta,NA,Coloniales,Loxosomatidae,Loxosomella,Loxosomella plakorticola
Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Lucapinella,Lucapinella aequalis
Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Lucapinella,Lucapinella milleri
Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinisca,Lucinisca fenestrata
Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinoma,Lucinoma aequizonata
Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinoma,Lucinoma aequizonatum
Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinoma,Lucinoma heroica
Plantae,Anthophyta,Dicotyledoneae,Myrtales,Onagraceae,Ludwigia,Ludwigia octovalvis
Plantae,Anthophyta,Dicotyledoneae,Myrtales,Onagraceae,Ludwigia,Ludwigia peploides
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Luffa,Luffa operculata
Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia bellonae
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Luidia columbia
Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia phragma
Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia superba
Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia tessellata
